,effectivity,deep sleep,quality sleep,time asleep,time awake,exercise,set #,reps,weight,bodyweight,date
218,"89,1",11132000000000.0,18384000000000.0,24120000000000.0,2940000000000.0,decline push ups,1.0,8.0,0.0,76.91,2022-01-25
219,"89,1",11132000000000.0,18384000000000.0,24120000000000.0,2940000000000.0,decline push ups,2.0,6.0,0.0,76.91,2022-01-25
220,"89,1",11132000000000.0,18384000000000.0,24120000000000.0,2940000000000.0,decline push ups,3.0,6.0,0.0,76.91,2022-01-25
221,"89,1",11132000000000.0,18384000000000.0,24120000000000.0,2940000000000.0,decline push ups,4.0,5.0,0.0,76.91,2022-01-25
222,"89,1",11132000000000.0,18384000000000.0,24120000000000.0,2940000000000.0,side lateral,1.0,9.0,3.75,76.91,2022-01-25
223,"89,1",11132000000000.0,18384000000000.0,24120000000000.0,2940000000000.0,side lateral,2.0,13.0,0.0,76.91,2022-01-25
224,"89,1",11132000000000.0,18384000000000.0,24120000000000.0,2940000000000.0,side lateral,3.0,13.0,0.0,76.91,2022-01-25
225,"89,1",11132000000000.0,18384000000000.0,24120000000000.0,2940000000000.0,straight arm pulldown,1.0,14.0,20.0,76.91,2022-01-25
226,"89,1",11132000000000.0,18384000000000.0,24120000000000.0,2940000000000.0,straight arm pulldown,2.0,14.0,20.0,76.91,2022-01-25
227,"89,1",11132000000000.0,18384000000000.0,24120000000000.0,2940000000000.0,straight arm pulldown,3.0,12.0,20.0,76.91,2022-01-25
228,"89,1",11132000000000.0,18384000000000.0,24120000000000.0,2940000000000.0,push ups,1.0,6.0,20.0,76.91,2022-01-25
229,"89,1",11132000000000.0,18384000000000.0,24120000000000.0,2940000000000.0,push ups,2.0,5.0,17.5,76.91,2022-01-25
230,"89,1",11132000000000.0,18384000000000.0,24120000000000.0,2940000000000.0,push ups,3.0,6.0,15.0,76.91,2022-01-25
231,"89,1",11132000000000.0,18384000000000.0,24120000000000.0,2940000000000.0,push ups,4.0,4.0,15.0,76.91,2022-01-25
232,"89,1",11132000000000.0,18384000000000.0,24120000000000.0,2940000000000.0,wide grip rows,1.0,14.0,45.0,76.91,2022-01-25
233,"89,1",11132000000000.0,18384000000000.0,24120000000000.0,2940000000000.0,wide grip rows,2.0,13.0,45.0,76.91,2022-01-25
234,"89,1",11132000000000.0,18384000000000.0,24120000000000.0,2940000000000.0,wide grip rows,3.0,13.0,45.0,76.91,2022-01-25
237,"91,5",6334000000000.0,25679000000000.0,33480000000000.0,3120000000000.0,atg split squats,1.0,11.0,20.0,76.47999999999999,2022-01-28
238,"91,5",6334000000000.0,25679000000000.0,33480000000000.0,3120000000000.0,atg split squats,2.0,10.0,20.0,76.47999999999999,2022-01-28
239,"91,5",6334000000000.0,25679000000000.0,33480000000000.0,3120000000000.0,atg split squats,3.0,9.0,20.0,76.47999999999999,2022-01-28
240,"91,5",6334000000000.0,25679000000000.0,33480000000000.0,3120000000000.0,hamstring curls,1.0,10.0,5.0,76.47999999999999,2022-01-28
241,"91,5",6334000000000.0,25679000000000.0,33480000000000.0,3120000000000.0,hamstring curls,2.0,7.0,5.0,76.47999999999999,2022-01-28
242,"91,5",6334000000000.0,25679000000000.0,33480000000000.0,3120000000000.0,hamstring curls,3.0,7.0,5.0,76.47999999999999,2022-01-28
243,"91,5",6334000000000.0,25679000000000.0,33480000000000.0,3120000000000.0,sissy squats,1.0,7.0,0.0,76.47999999999999,2022-01-28
244,"91,5",6334000000000.0,25679000000000.0,33480000000000.0,3120000000000.0,sissy squats,2.0,7.0,0.0,76.47999999999999,2022-01-28
245,"91,5",6334000000000.0,25679000000000.0,33480000000000.0,3120000000000.0,sissy squats,3.0,7.0,0.0,76.47999999999999,2022-01-28
246,"91,5",6334000000000.0,25679000000000.0,33480000000000.0,3120000000000.0,sumo dl,1.0,6.0,105.0,76.47999999999999,2022-01-28
247,"91,5",6334000000000.0,25679000000000.0,33480000000000.0,3120000000000.0,sumo dl,2.0,6.0,105.0,76.47999999999999,2022-01-28
248,"91,5",6334000000000.0,25679000000000.0,33480000000000.0,3120000000000.0,sumo dl,3.0,6.0,105.0,76.47999999999999,2022-01-28
249,"91,5",6334000000000.0,25679000000000.0,33480000000000.0,3120000000000.0,sumo dl,4.0,5.0,105.0,76.47999999999999,2022-01-28
251,"89,0",9394000000000.0,20744000000000.0,30060000000000.0,3720000000000.0,db shoulder press,1.0,6.0,22.0,76.22,2022-01-30
252,"89,0",9394000000000.0,20744000000000.0,30060000000000.0,3720000000000.0,db shoulder press,2.0,4.0,22.0,76.22,2022-01-30
253,"89,0",9394000000000.0,20744000000000.0,30060000000000.0,3720000000000.0,db shoulder press,3.0,6.0,19.5,76.22,2022-01-30
254,"89,0",9394000000000.0,20744000000000.0,30060000000000.0,3720000000000.0,db shoulder press,4.0,5.0,19.5,76.22,2022-01-30
255,"89,0",9394000000000.0,20744000000000.0,30060000000000.0,3720000000000.0,decline press,1.0,11.0,0.0,76.22,2022-01-30
256,"89,0",9394000000000.0,20744000000000.0,30060000000000.0,3720000000000.0,decline press,2.0,9.0,0.0,76.22,2022-01-30
257,"89,0",9394000000000.0,20744000000000.0,30060000000000.0,3720000000000.0,decline press,3.0,7.0,0.0,76.22,2022-01-30
258,"89,0",9394000000000.0,20744000000000.0,30060000000000.0,3720000000000.0,inverted rows,1.0,15.0,0.0,76.22,2022-01-30
259,"89,0",9394000000000.0,20744000000000.0,30060000000000.0,3720000000000.0,inverted rows,2.0,14.0,0.0,76.22,2022-01-30
260,"89,0",9394000000000.0,20744000000000.0,30060000000000.0,3720000000000.0,inverted rows,3.0,12.0,0.0,76.22,2022-01-30
261,"89,0",9394000000000.0,20744000000000.0,30060000000000.0,3720000000000.0,lat pulldown,1.0,13.0,55.0,76.22,2022-01-30
262,"89,0",9394000000000.0,20744000000000.0,30060000000000.0,3720000000000.0,lat pulldown,2.0,10.0,55.0,76.22,2022-01-30
263,"89,0",9394000000000.0,20744000000000.0,30060000000000.0,3720000000000.0,lat pulldown,3.0,8.0,55.0,76.22,2022-01-30
264,"89,0",9394000000000.0,20744000000000.0,30060000000000.0,3720000000000.0,chin ups,1.0,6.0,16.25,76.22,2022-01-30
265,"89,0",9394000000000.0,20744000000000.0,30060000000000.0,3720000000000.0,chin ups,2.0,5.0,15.0,76.22,2022-01-30
266,"89,0",9394000000000.0,20744000000000.0,30060000000000.0,3720000000000.0,chin ups,3.0,5.0,13.75,76.22,2022-01-30
267,"89,0",9394000000000.0,20744000000000.0,30060000000000.0,3720000000000.0,chin ups,4.0,5.0,12.5,76.22,2022-01-30
269,"90,9",9062000000000.0,19458000000000.0,26280000000000.0,2640000000000.0,barbell hacksquat,1.0,5.0,110.0,77.02666666666666,2022-02-01
270,"90,9",9062000000000.0,19458000000000.0,26280000000000.0,2640000000000.0,barbell hacksquat,2.0,5.0,110.0,77.02666666666666,2022-02-01
271,"90,9",9062000000000.0,19458000000000.0,26280000000000.0,2640000000000.0,barbell hacksquat,3.0,5.0,110.0,77.02666666666666,2022-02-01
272,"90,9",9062000000000.0,19458000000000.0,26280000000000.0,2640000000000.0,barbell hacksquat,4.0,5.0,110.0,77.02666666666666,2022-02-01
273,"90,9",9062000000000.0,19458000000000.0,26280000000000.0,2640000000000.0,romanian deadlifts,1.0,11.0,95.0,77.02666666666666,2022-02-01
274,"90,9",9062000000000.0,19458000000000.0,26280000000000.0,2640000000000.0,romanian deadlifts,2.0,10.0,95.0,77.02666666666666,2022-02-01
275,"90,9",9062000000000.0,19458000000000.0,26280000000000.0,2640000000000.0,romanian deadlifts,3.0,10.0,95.0,77.02666666666666,2022-02-01
276,"90,9",9062000000000.0,19458000000000.0,26280000000000.0,2640000000000.0,reverse nordics,1.0,12.0,0.0,77.02666666666666,2022-02-01
277,"90,9",9062000000000.0,19458000000000.0,26280000000000.0,2640000000000.0,reverse nordics,2.0,12.0,0.0,77.02666666666666,2022-02-01
278,"90,9",9062000000000.0,19458000000000.0,26280000000000.0,2640000000000.0,reverse nordics,3.0,11.0,0.0,77.02666666666666,2022-02-01
279,"90,9",9062000000000.0,19458000000000.0,26280000000000.0,2640000000000.0,hamstring curls,1.0,10.0,5.0,77.02666666666666,2022-02-01
280,"90,9",9062000000000.0,19458000000000.0,26280000000000.0,2640000000000.0,hamstring curls,2.0,8.0,5.0,77.02666666666666,2022-02-01
281,"90,9",9062000000000.0,19458000000000.0,26280000000000.0,2640000000000.0,hamstring curls,3.0,8.0,5.0,77.02666666666666,2022-02-01
283,"94,0",7234000000000.0,18254000000000.0,25320000000000.0,1620000000000.0,barbell curls,1.0,10.0,40.0,76.66499999999999,2022-02-03
284,"94,0",7234000000000.0,18254000000000.0,25320000000000.0,1620000000000.0,barbell curls,2.0,9.0,40.0,76.66499999999999,2022-02-03
285,"94,0",7234000000000.0,18254000000000.0,25320000000000.0,1620000000000.0,barbell curls,3.0,7.0,40.0,76.66499999999999,2022-02-03
286,"94,0",7234000000000.0,18254000000000.0,25320000000000.0,1620000000000.0,decline push ups,1.0,7.0,0.0,76.66499999999999,2022-02-03
287,"94,0",7234000000000.0,18254000000000.0,25320000000000.0,1620000000000.0,decline push ups,2.0,7.0,0.0,76.66499999999999,2022-02-03
288,"94,0",7234000000000.0,18254000000000.0,25320000000000.0,1620000000000.0,decline push ups,3.0,6.0,0.0,76.66499999999999,2022-02-03
289,"94,0",7234000000000.0,18254000000000.0,25320000000000.0,1620000000000.0,decline push ups,4.0,5.0,0.0,76.66499999999999,2022-02-03
290,"94,0",7234000000000.0,18254000000000.0,25320000000000.0,1620000000000.0,side lateral,1.0,15.0,0.0,76.66499999999999,2022-02-03
291,"94,0",7234000000000.0,18254000000000.0,25320000000000.0,1620000000000.0,side lateral,2.0,14.0,0.0,76.66499999999999,2022-02-03
292,"94,0",7234000000000.0,18254000000000.0,25320000000000.0,1620000000000.0,side lateral,3.0,9.0,0.0,76.66499999999999,2022-02-03
293,"94,0",7234000000000.0,18254000000000.0,25320000000000.0,1620000000000.0,straight arm pulldown,1.0,16.0,20.0,76.66499999999999,2022-02-03
294,"94,0",7234000000000.0,18254000000000.0,25320000000000.0,1620000000000.0,straight arm pulldown,2.0,13.0,20.0,76.66499999999999,2022-02-03
295,"94,0",7234000000000.0,18254000000000.0,25320000000000.0,1620000000000.0,straight arm pulldown,3.0,10.0,20.0,76.66499999999999,2022-02-03
296,"94,0",7234000000000.0,18254000000000.0,25320000000000.0,1620000000000.0,push ups,1.0,5.0,20.0,76.66499999999999,2022-02-03
297,"94,0",7234000000000.0,18254000000000.0,25320000000000.0,1620000000000.0,push ups,2.0,5.0,17.5,76.66499999999999,2022-02-03
298,"94,0",7234000000000.0,18254000000000.0,25320000000000.0,1620000000000.0,push ups,3.0,5.0,15.0,76.66499999999999,2022-02-03
299,"94,0",7234000000000.0,18254000000000.0,25320000000000.0,1620000000000.0,push ups,4.0,5.0,12.5,76.66499999999999,2022-02-03
300,"94,0",7234000000000.0,18254000000000.0,25320000000000.0,1620000000000.0,wide grip rows,1.0,12.0,50.0,76.66499999999999,2022-02-03
301,"94,0",7234000000000.0,18254000000000.0,25320000000000.0,1620000000000.0,wide grip rows,2.0,12.0,50.0,76.66499999999999,2022-02-03
302,"94,0",7234000000000.0,18254000000000.0,25320000000000.0,1620000000000.0,wide grip rows,3.0,10.0,50.0,76.66499999999999,2022-02-03
305,"91,1",10352000000000.0,22399000000000.0,31920000000000.0,3120000000000.0,atg split squats,1.0,12.0,20.0,77.46000000000001,2022-02-06
306,"91,1",10352000000000.0,22399000000000.0,31920000000000.0,3120000000000.0,atg split squats,2.0,10.0,20.0,77.46000000000001,2022-02-06
307,"91,1",10352000000000.0,22399000000000.0,31920000000000.0,3120000000000.0,atg split squats,3.0,9.0,20.0,77.46000000000001,2022-02-06
308,"91,1",10352000000000.0,22399000000000.0,31920000000000.0,3120000000000.0,hamstring curls,1.0,10.0,5.0,77.46000000000001,2022-02-06
309,"91,1",10352000000000.0,22399000000000.0,31920000000000.0,3120000000000.0,hamstring curls,2.0,9.0,5.0,77.46000000000001,2022-02-06
310,"91,1",10352000000000.0,22399000000000.0,31920000000000.0,3120000000000.0,hamstring curls,3.0,7.0,5.0,77.46000000000001,2022-02-06
311,"91,1",10352000000000.0,22399000000000.0,31920000000000.0,3120000000000.0,sissy squats,1.0,8.0,0.0,77.46000000000001,2022-02-06
312,"91,1",10352000000000.0,22399000000000.0,31920000000000.0,3120000000000.0,sissy squats,2.0,7.0,0.0,77.46000000000001,2022-02-06
313,"91,1",10352000000000.0,22399000000000.0,31920000000000.0,3120000000000.0,sissy squats,3.0,7.0,0.0,77.46000000000001,2022-02-06
314,"91,1",10352000000000.0,22399000000000.0,31920000000000.0,3120000000000.0,sumo dl,1.0,5.0,110.0,77.46000000000001,2022-02-06
315,"91,1",10352000000000.0,22399000000000.0,31920000000000.0,3120000000000.0,sumo dl,2.0,5.0,110.0,77.46000000000001,2022-02-06
316,"91,1",10352000000000.0,22399000000000.0,31920000000000.0,3120000000000.0,sumo dl,3.0,5.0,110.0,77.46000000000001,2022-02-06
317,"91,1",10352000000000.0,22399000000000.0,31920000000000.0,3120000000000.0,sumo dl,4.0,5.0,110.0,77.46000000000001,2022-02-06
318,"90,5",11524000000000.0,20131000000000.0,27480000000000.0,2880000000000.0,db shoulder press,1.0,6.0,22.0,77.715,2022-02-07
319,"90,5",11524000000000.0,20131000000000.0,27480000000000.0,2880000000000.0,db shoulder press,2.0,5.0,22.0,77.715,2022-02-07
320,"90,5",11524000000000.0,20131000000000.0,27480000000000.0,2880000000000.0,db shoulder press,3.0,6.0,19.5,77.715,2022-02-07
321,"90,5",11524000000000.0,20131000000000.0,27480000000000.0,2880000000000.0,db shoulder press,4.0,5.0,19.5,77.715,2022-02-07
322,"90,5",11524000000000.0,20131000000000.0,27480000000000.0,2880000000000.0,decline press,1.0,12.0,0.0,77.715,2022-02-07
323,"90,5",11524000000000.0,20131000000000.0,27480000000000.0,2880000000000.0,decline press,2.0,10.0,0.0,77.715,2022-02-07
324,"90,5",11524000000000.0,20131000000000.0,27480000000000.0,2880000000000.0,decline press,3.0,8.0,0.0,77.715,2022-02-07
325,"90,5",11524000000000.0,20131000000000.0,27480000000000.0,2880000000000.0,inverted rows,1.0,13.0,0.0,77.715,2022-02-07
326,"90,5",11524000000000.0,20131000000000.0,27480000000000.0,2880000000000.0,inverted rows,2.0,13.0,0.0,77.715,2022-02-07
327,"90,5",11524000000000.0,20131000000000.0,27480000000000.0,2880000000000.0,inverted rows,3.0,12.0,0.0,77.715,2022-02-07
328,"90,5",11524000000000.0,20131000000000.0,27480000000000.0,2880000000000.0,lat pulldown,1.0,10.0,60.0,77.715,2022-02-07
329,"90,5",11524000000000.0,20131000000000.0,27480000000000.0,2880000000000.0,lat pulldown,2.0,8.0,60.0,77.715,2022-02-07
330,"90,5",11524000000000.0,20131000000000.0,27480000000000.0,2880000000000.0,lat pulldown,3.0,8.0,55.0,77.715,2022-02-07
331,"90,5",11524000000000.0,20131000000000.0,27480000000000.0,2880000000000.0,chin ups,1.0,6.0,16.25,77.715,2022-02-07
332,"90,5",11524000000000.0,20131000000000.0,27480000000000.0,2880000000000.0,chin ups,2.0,5.0,16.25,77.715,2022-02-07
333,"90,5",11524000000000.0,20131000000000.0,27480000000000.0,2880000000000.0,chin ups,3.0,5.0,13.75,77.715,2022-02-07
334,"90,5",11524000000000.0,20131000000000.0,27480000000000.0,2880000000000.0,chin ups,4.0,5.0,12.5,77.715,2022-02-07
336,"88,5",8900000000000.0,19356000000000.0,26700000000000.0,3480000000000.0,barbell hacksquat,1.0,5.0,112.5,77.525,2022-02-09
337,"88,5",8900000000000.0,19356000000000.0,26700000000000.0,3480000000000.0,barbell hacksquat,2.0,5.0,112.5,77.525,2022-02-09
338,"88,5",8900000000000.0,19356000000000.0,26700000000000.0,3480000000000.0,barbell hacksquat,3.0,5.0,110.0,77.525,2022-02-09
339,"88,5",8900000000000.0,19356000000000.0,26700000000000.0,3480000000000.0,barbell hacksquat,4.0,5.0,110.0,77.525,2022-02-09
340,"88,5",8900000000000.0,19356000000000.0,26700000000000.0,3480000000000.0,romanian deadlifts,1.0,12.0,95.0,77.525,2022-02-09
341,"88,5",8900000000000.0,19356000000000.0,26700000000000.0,3480000000000.0,romanian deadlifts,2.0,11.0,95.0,77.525,2022-02-09
342,"88,5",8900000000000.0,19356000000000.0,26700000000000.0,3480000000000.0,romanian deadlifts,3.0,10.0,95.0,77.525,2022-02-09
343,"88,5",8900000000000.0,19356000000000.0,26700000000000.0,3480000000000.0,reverse nordics,1.0,13.0,5.0,77.525,2022-02-09
344,"88,5",8900000000000.0,19356000000000.0,26700000000000.0,3480000000000.0,reverse nordics,2.0,12.0,0.0,77.525,2022-02-09
345,"88,5",8900000000000.0,19356000000000.0,26700000000000.0,3480000000000.0,reverse nordics,3.0,11.0,0.0,77.525,2022-02-09
346,"88,5",8900000000000.0,19356000000000.0,26700000000000.0,3480000000000.0,hamstring curls,1.0,10.0,5.0,77.525,2022-02-09
347,"88,5",8900000000000.0,19356000000000.0,26700000000000.0,3480000000000.0,hamstring curls,2.0,9.0,5.0,77.525,2022-02-09
348,"88,5",8900000000000.0,19356000000000.0,26700000000000.0,3480000000000.0,hamstring curls,3.0,9.0,5.0,77.525,2022-02-09
352,"92,9",10707000000000.0,20004000000000.0,27660000000000.0,2100000000000.0,barbell curls,1.0,8.0,42.5,77.21000000000001,2022-02-13
353,"92,9",10707000000000.0,20004000000000.0,27660000000000.0,2100000000000.0,barbell curls,2.0,6.0,42.5,77.21000000000001,2022-02-13
354,"92,9",10707000000000.0,20004000000000.0,27660000000000.0,2100000000000.0,barbell curls,3.0,5.0,42.5,77.21000000000001,2022-02-13
355,"92,9",10707000000000.0,20004000000000.0,27660000000000.0,2100000000000.0,decline push ups,1.0,9.0,0.0,77.21000000000001,2022-02-13
356,"92,9",10707000000000.0,20004000000000.0,27660000000000.0,2100000000000.0,decline push ups,2.0,6.0,0.0,77.21000000000001,2022-02-13
357,"92,9",10707000000000.0,20004000000000.0,27660000000000.0,2100000000000.0,decline push ups,3.0,6.0,0.0,77.21000000000001,2022-02-13
358,"92,9",10707000000000.0,20004000000000.0,27660000000000.0,2100000000000.0,decline push ups,4.0,5.0,0.0,77.21000000000001,2022-02-13
359,"92,9",10707000000000.0,20004000000000.0,27660000000000.0,2100000000000.0,side lateral,1.0,16.0,0.0,77.21000000000001,2022-02-13
360,"92,9",10707000000000.0,20004000000000.0,27660000000000.0,2100000000000.0,side lateral,2.0,16.0,0.0,77.21000000000001,2022-02-13
361,"92,9",10707000000000.0,20004000000000.0,27660000000000.0,2100000000000.0,side lateral,3.0,16.0,0.0,77.21000000000001,2022-02-13
362,"92,9",10707000000000.0,20004000000000.0,27660000000000.0,2100000000000.0,straight arm pulldown,1.0,14.0,20.0,77.21000000000001,2022-02-13
363,"92,9",10707000000000.0,20004000000000.0,27660000000000.0,2100000000000.0,straight arm pulldown,2.0,12.0,20.0,77.21000000000001,2022-02-13
364,"92,9",10707000000000.0,20004000000000.0,27660000000000.0,2100000000000.0,straight arm pulldown,3.0,10.0,20.0,77.21000000000001,2022-02-13
365,"92,9",10707000000000.0,20004000000000.0,27660000000000.0,2100000000000.0,push ups,1.0,4.0,20.0,77.21000000000001,2022-02-13
366,"92,9",10707000000000.0,20004000000000.0,27660000000000.0,2100000000000.0,push ups,2.0,6.0,15.0,77.21000000000001,2022-02-13
367,"92,9",10707000000000.0,20004000000000.0,27660000000000.0,2100000000000.0,push ups,3.0,5.0,15.0,77.21000000000001,2022-02-13
368,"92,9",10707000000000.0,20004000000000.0,27660000000000.0,2100000000000.0,push ups,4.0,6.0,12.5,77.21000000000001,2022-02-13
369,"92,9",10707000000000.0,20004000000000.0,27660000000000.0,2100000000000.0,wide grip rows,1.0,10.0,55.0,77.21000000000001,2022-02-13
370,"92,9",10707000000000.0,20004000000000.0,27660000000000.0,2100000000000.0,wide grip rows,2.0,10.0,55.0,77.21000000000001,2022-02-13
371,"92,9",10707000000000.0,20004000000000.0,27660000000000.0,2100000000000.0,wide grip rows,3.0,8.0,55.0,77.21000000000001,2022-02-13
373,"94,6",9985000000000.0,20228000000000.0,28140000000000.0,1620000000000.0,atg split squats,1.0,6.0,29.0,77.44999999999999,2022-02-15
374,"94,6",9985000000000.0,20228000000000.0,28140000000000.0,1620000000000.0,atg split squats,2.0,6.0,29.0,77.44999999999999,2022-02-15
375,"94,6",9985000000000.0,20228000000000.0,28140000000000.0,1620000000000.0,atg split squats,3.0,5.0,29.0,77.44999999999999,2022-02-15
376,"94,6",9985000000000.0,20228000000000.0,28140000000000.0,1620000000000.0,hamstring curls,1.0,11.0,5.0,77.44999999999999,2022-02-15
377,"94,6",9985000000000.0,20228000000000.0,28140000000000.0,1620000000000.0,hamstring curls,2.0,9.0,5.0,77.44999999999999,2022-02-15
378,"94,6",9985000000000.0,20228000000000.0,28140000000000.0,1620000000000.0,hamstring curls,3.0,9.0,5.0,77.44999999999999,2022-02-15
379,"94,6",9985000000000.0,20228000000000.0,28140000000000.0,1620000000000.0,sissy squats,1.0,9.0,0.0,77.44999999999999,2022-02-15
380,"94,6",9985000000000.0,20228000000000.0,28140000000000.0,1620000000000.0,sissy squats,2.0,8.0,0.0,77.44999999999999,2022-02-15
381,"94,6",9985000000000.0,20228000000000.0,28140000000000.0,1620000000000.0,sissy squats,3.0,8.0,0.0,77.44999999999999,2022-02-15
382,"94,6",9985000000000.0,20228000000000.0,28140000000000.0,1620000000000.0,sumo dl,1.0,5.0,110.0,77.44999999999999,2022-02-15
383,"94,6",9985000000000.0,20228000000000.0,28140000000000.0,1620000000000.0,sumo dl,2.0,6.0,105.0,77.44999999999999,2022-02-15
384,"94,6",9985000000000.0,20228000000000.0,28140000000000.0,1620000000000.0,sumo dl,3.0,6.0,105.0,77.44999999999999,2022-02-15
